title,url,date,date_parsed,event_type,score,reasons
PM Netanyahu Speaks with Belgian PM Charles Michel,https://www.gov.il/en/pages/spokebel220316,2016-03-22,2016-03-22,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sadness on the Passing of Former Mossad Director Meir Dagan,https://www.gov.il/en/pages/spokedagan170316,2016-03-17,2016-03-17,other,12,Netanyahu explicitly in title
PM Netanyahu Appoints David Keyes as his Foreign Media Advisor,https://www.gov.il/en/pages/spokekeyes140316,2016-03-14,2016-03-14,other,12,Netanyahu explicitly in title
PM Netanyahu Decides to Appoint Brig.-Gen. (ret.) Avriel Bar-Yosef as his National Security Adviser and Director of the National Security Council,https://www.gov.il/en/pages/spokemalal240216,2016-02-24,2016-02-24,other,12,Netanyahu explicitly in title
PM Netanyahu Decides to Appoint Nadav Argaman as the Next Director of the ISA,https://www.gov.il/en/pages/spokeargaman110216,2016-02-11,2016-02-11,other,12,Netanyahu explicitly in title
PM Netanyahu at Volcani Center Tu B'Shvat Presentation,https://www.gov.il/en/pages/eventtubishvat240116,2016-01-24,2016-01-24,other,12,Netanyahu explicitly in title
PM Netanyahu to Leave for the World Economic Forum in Davos,https://www.gov.il/en/pages/spokeeco190116,2016-01-19,2016-01-19,other,12,Netanyahu explicitly in title
Cabinet ApprovesPM Netanyahu's NIS 2 Billion Multi-Year Plan to Develop and Strengthen the Druze and Circassian Communities,https://www.gov.il/en/pages/spokeapprove100116,2016-01-10,2016-01-10,other,12,Netanyahu explicitly in title
National Planning and Building Council Approves PM Netanyahu's Initiative to Build a New Druze Town,https://www.gov.il/en/pages/spokeaprove050116,2016-01-05,2016-01-05,other,12,Netanyahu explicitly in title
Cabinet Approves PM Netanyahu's and Finance Minister Kahlon's Plan to Dramatically Ease Conditions for New Businesses,https://www.gov.il/en/pages/spokebusinesses271215,2015-12-27,2015-12-27,other,12,Netanyahu explicitly in title
PM Netanyahu Awards Trump Foundation Master Teacher Award,https://www.gov.il/en/pages/eventtrump141215,2015-12-14,2015-12-14,other,12,Netanyahu explicitly in title
PM Netanyahu Appoints Prof. Avi Simhon as National Economic Council Chairman,https://www.gov.il/en/pages/spokesimhon121215,2015-12-12,2015-12-12,other,12,Netanyahu explicitly in title
PM Netanyahu Appoints Yossi Cohn as the Next Head of the Mossad,https://www.gov.il/en/pages/eventmossad071215,2015-12-07,2015-12-07,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Condolences on the Passing of Yossi Sarid,https://www.gov.il/en/pages/spokesarid061215,2015-12-06,2015-12-06,other,12,Netanyahu explicitly in title
Comment by PM Netanyahu at the Climate Conference in Paris,https://www.gov.il/en/pages/eventparis301115,2015-11-30,2015-11-30,other,12,Netanyahu explicitly in title
PM Netanyahu Hosted by Tel Aviv-Jaffa Mayor Ron Huldai,https://www.gov.il/en/pages/eventtelaviv261115,2015-11-26,2015-11-26,other,12,Netanyahu explicitly in title
PM Netanyahu Tours Gush Etzion Junction and IDF Etzion Brigade HQ,https://www.gov.il/en/pages/eventjunction231115,2015-11-23,2015-11-23,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Security Consultation in the Wake of Events in Tel Aviv and the Etzion Bloc,https://www.gov.il/en/pages/spokesec191115,2015-11-19,2015-11-19,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Noa Litman,https://www.gov.il/en/pages/spokelitman141115,2015-11-14,2015-11-14,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on EU Decision,https://www.gov.il/en/pages/spokeeudecision111115,2015-11-11,2015-11-11,other,12,Netanyahu explicitly in title
PM Netanyahu at The Center For American Progress (CAP),https://www.gov.il/en/pages/eventcenter101115,2015-11-10,2015-11-10,other,12,Netanyahu explicitly in title
PM Netanyahu Appoints Dr. Ran Baratz as Head of Public Diplomacy and Media at the Prime Minister's Office,https://www.gov.il/en/pages/spokeappointing041115,2015-11-04,2015-11-04,other,12,Netanyahu explicitly in title
PM Netanyahu Initiated Legislation for Minimum Sentences For Those Who Throw Rocks and Firebombs Passes First Reading,https://www.gov.il/en/pages/spokelaw121015,2015-10-12,2015-10-12,other,12,Netanyahu explicitly in title
Cabinet Unanimously Approves PM Netanyahu's Proposal to Impose Minimum Prison Sentences and Fines for Minors and Their Parents,https://www.gov.il/en/pages/spokelow111015,2015-10-11,2015-10-11,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns Dimona Stabbings,https://www.gov.il/en/pages/spokecondemns091015,2015-10-09,2015-10-09,other,12,Netanyahu explicitly in title
Dr. Ciechanover Presents PM Netanyahu with the Report of the Team for the Review and Implementation of the Second Report of the Public Commission for the Examination of the Maritime Incident,https://www.gov.il/en/pages/spoketurkelcommittee210915,2015-09-21,2015-09-21,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Condolences on the Passing of Justice Dr. Michael Cheshin,https://www.gov.il/en/pages/spokecheshin190915,2015-09-19,2015-09-19,other,12,Netanyahu explicitly in title
PM Netanyahu Dedicates the New Ashkelon-Be'er Sheva Railway Line,https://www.gov.il/en/pages/eventtrain170915,2015-09-17,2015-09-17,other,12,Netanyahu explicitly in title
PM Netanyahu Tours Jerusalem and Highway #443 following Recent Events,https://www.gov.il/en/pages/eventjerusalem160915,2015-09-16,2015-09-16,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Discussion on the Security Situation in and around Jerusalem,https://www.gov.il/en/pages/spokesecu150915,2015-09-15,2015-09-15,other,12,Netanyahu explicitly in title
PM Netanyahu Responds to European Parliament Decision on Product Labelling,https://www.gov.il/en/pages/spokemarking100915,2015-09-10,2015-09-10,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses His Condolences to the Dawabsha Family Following the Death of Rihad Dawabsha,https://www.gov.il/en/pages/spokecondolence070915,2015-09-07,2015-09-07,other,12,Netanyahu explicitly in title
PM Netanyahu Tours the Section of the Eastern Border along which Work will Begin on Building the Fence,https://www.gov.il/en/pages/eventgader060915,2015-09-06,2015-09-06,other,12,Netanyahu explicitly in title
Cabinet Approves PM Netanyahu's Plan to Provide Benefits for Cyber Employers that Operate at the National Cyber Park in Be'er Sheva,https://www.gov.il/en/pages/spokecyber060915,2015-09-06,2015-09-06,other,12,Netanyahu explicitly in title
PM Netanyahu and Finance Minister Kahlon Announce Tax Reductions,https://www.gov.il/en/pages/eventtaxes030915,2015-09-03,2015-09-03,other,12,Netanyahu explicitly in title
PM Netanyahu Convenes Discussion on the Security Situation in Jerusalem and Along Highway #443,https://www.gov.il/en/pages/spokejerusalem020915,2015-09-02,2015-09-02,other,12,Netanyahu explicitly in title
"PM Netanyahu Appoints Minister Ofir Akunis as Science, Technology and Space Minister",https://www.gov.il/en/pages/spokeakunis270815,2015-08-27,2015-08-27,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Satisfaction that the State's Position was Accepted by the High Court of Justice,https://www.gov.il/en/pages/spokebagats110815,2015-08-11,2015-08-11,other,12,Netanyahu explicitly in title
PMO Director of Media and Press Raffi Shamir has Agreed with PM Netanyahu that he will Step Down Soon,https://www.gov.il/en/pages/spokeraffishamir060815,2015-08-06,2015-08-06,other,12,Netanyahu explicitly in title
PM Netanyahu Sends his Condolences to the Family of Shira Banki who Succumbed to the Wounds She Received When She was Stabbed During the Pride Parade in Jerusalem,https://www.gov.il/en/pages/spokeshira020815,2015-08-02,2015-08-02,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks to Palestinian Authority Chairman Abbas,https://www.gov.il/en/pages/spokepales310715,2015-07-31,2015-07-31,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Esther Pollard,https://www.gov.il/en/pages/spokejonatan280715,2015-07-28,2015-07-28,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Discussion on Advancing Socio-Economic Development in Arab Sector Local Councils,https://www.gov.il/en/pages/eventkal270715,2015-07-27,2015-07-27,other,12,Netanyahu explicitly in title
PM Netanyahu Sends Condolence Letter to the Lenart Family Following the Passing of Lou Lenart,https://www.gov.il/en/pages/spokeigeret220715,2015-07-22,2015-07-22,other,12,Netanyahu explicitly in title
PM Netanyahu Awards Certificates of Appreciation to Outstanding National Security Council Employees,https://www.gov.il/en/pages/spokemalal200715,2015-07-20,2015-07-20,other,12,Netanyahu explicitly in title
PM Netanyahu and His Wife Sara Tour Jerusalem Along with Mayor Nir Barkat and his Wife Beverly,https://www.gov.il/en/pages/eventtrain190715,2015-07-19,2015-07-19,other,12,Netanyahu explicitly in title
PM Netanyahu Interviewed on American Networks,https://www.gov.il/en/pages/spokeinter190715,2015-07-19,2015-07-19,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Palestinian Authority Chairman Mahmoud Abbas and Wishes Him a Happy Eid al-Fitr,https://www.gov.il/en/pages/spokepales170715,2015-07-17,2015-07-17,other,12,Netanyahu explicitly in title
PM Netanyahu and Public Security Minister Erdan Agree to Hold Inquiry into Possible Action against the Fans who Rioted at Betar Jerusalem Game,https://www.gov.il/en/pages/spokebetar170715,2015-07-17,2015-07-17,other,12,Netanyahu explicitly in title
PM Netanyahu Calls for the Convening of Roundtable Discussions on Issues Regarding all Streams of Judaism,https://www.gov.il/en/pages/spokezerem090715,2015-07-09,2015-07-09,other,12,Netanyahu explicitly in title
Committee to Evaluate the Security Budget Chaired by Maj.-Gen. (ret.) Yohanan Locker Presents its Recommendations to PM Netanyahu,https://www.gov.il/en/pages/spokeloker070715,2015-07-07,2015-07-07,other,12,Netanyahu explicitly in title
PM Netanyahu Responds to the UNHRC Decision,https://www.gov.il/en/pages/spokeadam030715,2015-07-03,2015-07-03,other,12,Netanyahu explicitly in title
PM Netanyahu Asks Dr. Joseph Ciechanover to Continue Leading Negotiating Team with Turkey,https://www.gov.il/en/pages/spoketur260615,2015-06-26,2015-06-26,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Border Police Commander Amos Yaakov,https://www.gov.il/en/pages/spokemagav210615,2015-06-21,2015-06-21,other,12,Netanyahu explicitly in title
PM Netanyahu Responds to Church Arson,https://www.gov.il/en/pages/spokearson180615,2015-06-18,2015-06-18,other,12,Netanyahu explicitly in title
PM Netanyahu Asks Minister Ofir Akunis to Evaluate Various Communications Issues,https://www.gov.il/en/pages/spkecommunication090615,2015-06-09,2015-06-09,other,12,Netanyahu explicitly in title
Cabinet Approves Formation of Ministerial Committee on Regulatory Affairs to be Chaired by PM Netanyahu,https://www.gov.il/en/pages/spokeregula310515,2015-05-31,2015-05-31,other,12,Netanyahu explicitly in title
PM Netanyahu Thanks Middle East Quartet Envoy Tony Blair,https://www.gov.il/en/pages/spoketony270515,2015-05-27,2015-05-27,other,12,Netanyahu explicitly in title
PM Netanyahu's Annual Medical Report,https://www.gov.il/en/pages/spokerefui210515,2015-05-21,2015-05-21,other,12,Netanyahu explicitly in title
PM Netanyahu Decides to Appoint Eli Groner as Director General of the Prime Minister's Office,https://www.gov.il/en/pages/spokemankal210515,2015-05-21,2015-05-21,other,12,Netanyahu explicitly in title
PM Netanyahu to Convene Ministerial Committee on Advancing the Integration of Citizens of Ethiopian Descent,https://www.gov.il/en/pages/spokeethiopian190515,2015-05-19,2015-05-19,other,12,Netanyahu explicitly in title
PM Netanyahu Sends Condolence Letter to the Levinger Family,https://www.gov.il/en/pages/spokelevinger170515,2015-05-17,2015-05-17,other,12,Netanyahu explicitly in title
PM Netanyahu Congratulates UK PM David Cameron on His Election Victory,https://www.gov.il/en/pages/spokeuk080515,2015-05-08,2015-05-08,other,12,Netanyahu explicitly in title; foreign/UN signal; ceremonial/greeting/minor
PM Netanyahu Calls for Calm and the Restoration of Order,https://www.gov.il/en/pages/spokepnim030515,2015-05-03,2015-05-03,other,12,Netanyahu explicitly in title
PM Netanyahu Convene Discussion with Ethiopian Community Representatives,https://www.gov.il/en/pages/spokeethiopia030515,2015-05-03,2015-05-03,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks to the Family of IDF Soldier Or Asraf,https://www.gov.il/en/pages/spokeasaraf030515,2015-05-03,2015-05-03,other,12,Netanyahu explicitly in title
PM Netanyahu has Called for Calm at the Demonstration Being Held in Jerusalem,https://www.gov.il/en/pages/spokejeru300415,2015-04-30,2015-04-30,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with the head of the IDF Aid Mission in Nepal,https://www.gov.il/en/pages/spokeexpedition280415,2015-04-28,2015-04-28,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Update on the Situation in Nepal and Nearby Areas,https://www.gov.il/en/pages/spokenapal250415,2015-04-25,2015-04-25,other,12,Netanyahu explicitly in title
PM Netanyahu Sends his Condolences on the Passing of Former Polish Foreign Minister Wladyslaw Bartoszewski,https://www.gov.il/en/pages/spokepolish250415,2015-04-25,2015-04-25,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Public Security Minister Aharonovitch in Wake of the Assault on an IDF Officer,https://www.gov.il/en/pages/spokeiff240415,2015-04-24,2015-04-24,other,12,Netanyahu explicitly in title
"PM Netanyahu at ""Remembering Them through Song"" Event",https://www.gov.il/en/pages/eventsing210415,2015-04-21,2015-04-21,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses His Sorrow over the Passing of Rabbi Aharon Lichtenstein,https://www.gov.il/en/pages/spokelichtenstein200415,2015-04-20,2015-04-20,other,12,Netanyahu explicitly in title
Cabinet Approves Appointment of PM Netanyahu to Additional Portfolios,https://www.gov.il/en/pages/spokeminis250315,2015-03-25,2015-03-25,other,12,Netanyahu explicitly in title
PM Netanyahu Sends Condolence Letter to the Sassoon Family,https://www.gov.il/en/pages/spokesasson230315,2015-03-23,2015-03-23,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with the Grandmother of Adele Biton,https://www.gov.il/en/pages/spokeadele180215,2015-02-18,2015-02-18,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Telephone Consultation Ahead of Expected Storm,https://www.gov.il/en/pages/spokesstorm180215,2015-02-18,2015-02-18,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses his Deep Sorrow over the Passing of Minister Uri Orbach,https://www.gov.il/en/pages/spokesorbach160215,2015-02-16,2015-02-16,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Danish PM Helle Thorning-Schmidt,https://www.gov.il/en/pages/spokedenemark160215,2015-02-16,2015-02-16,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Public Security Minister Aharonovitch about the Traffic Accident in the South,https://www.gov.il/en/pages/spokedarom030215,2015-02-03,2015-02-03,other,12,Netanyahu explicitly in title
PM Benjamin Netanyahu Sends Letter to Japanese PM Shinzo Abe,https://www.gov.il/en/pages/spokejapan010215,2015-02-01,2015-02-01,other,12,Netanyahu explicitly in title
PM Netanyahu Holding Assessment of the Security Situation,https://www.gov.il/en/pages/spokebit280115,2015-01-28,2015-01-28,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Discussion on the Palestinian Authority's Accession to Various International Treaties,https://www.gov.il/en/pages/spokediyun010115,2015-01-01,2015-01-01,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on the Palestinian Authority Decision to Accede to Various International Treaties,https://www.gov.il/en/pages/spokerashap311214,2014-12-31,2014-12-31,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Follow-up Discussion on the Plan to Strengthen Security in Jerusalem,https://www.gov.il/en/pages/spokejerusalem281214,2014-12-28,2014-12-28,other,12,Netanyahu explicitly in title
Cabinet Approves PM Netanyahu's Proposal for the Economic Development of Minorities Sector Communities in 2015,https://www.gov.il/en/pages/spokesminorities211214,2014-12-21,2014-12-21,other,12,Netanyahu explicitly in title
"PM Netanyahu Sent a Message - via his Personal Emissary, Yitzhak Molcho - to the Palestinian Authority",https://www.gov.il/en/pages/spokerashap101214,2014-12-10,2014-12-10,other,12,Netanyahu explicitly in title
PM Netanyahu Instructs Cabinet Secretary Mendelblit to Issue Letters of Dismissal to Ministers Lapid and Livni,https://www.gov.il/en/pages/spokepitor021214,2014-12-02,2014-12-02,other,12,Netanyahu explicitly in title
PM Netanyahu Agrees with DM Yaalon that the Latter's Recommendation to Appoint Maj.-Gen. Gadi Eisenkot as IDF Chief-of-Staff will be Submitted to the Cabinet,https://www.gov.il/en/pages/spokeagree291114,2014-11-29,2014-11-29,other,12,Netanyahu explicitly in title
Cabinet Approves PM Netanyahu's and Aliyah and Immigrant Absorption Minister Landver's Plan to Ease the Integration of New Immigrants into the Labor Market,https://www.gov.il/en/pages/spokesklita231114,2014-11-23,2014-11-23,other,12,Netanyahu explicitly in title
PM Netanyahu Interviewed on ABC,https://www.gov.il/en/pages/eventabc231114,2014-11-23,2014-11-23,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Security Consultation,https://www.gov.il/en/pages/spokediscus181114,2014-11-18,2014-11-18,other,12,Netanyahu explicitly in title
"PM Netanyahu Interviewed on CBS's ""Face the Nation""",https://www.gov.il/en/pages/spokescbs161114,2014-11-16,2014-11-16,other,12,Netanyahu explicitly in title
PM Netanyahu to Submit the Nationality Law to the Full Cabinet for Discussion,https://www.gov.il/en/pages/spokeleom161114,2014-11-16,2014-11-16,other,12,Netanyahu explicitly in title
PM Netanyahu Convenes Security Discussion,https://www.gov.il/en/pages/spokebit101114,2014-11-10,2014-11-10,other,12,Netanyahu explicitly in title
PM Netanyahu Agrees with Minister Erdan on the Latter's Appointment as Interior Minister,https://www.gov.il/en/pages/spokeardan041114,2014-11-04,2014-11-04,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns Abu Mazen's Condolence Letter to the Family of Yehuda Glick's Would-be Assassin,https://www.gov.il/en/pages/spokescond021114,2014-11-02,2014-11-02,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Additional Discussion on the Security Situation in Jerusalem,https://www.gov.il/en/pages/eventjerconsult271014,2014-10-27,2014-10-27,other,12,Netanyahu explicitly in title
PM Netanyahu Convenes Additional Discussion on the Spread of the Ebola Virus,https://www.gov.il/en/pages/eventebola121014,2014-10-12,2014-10-12,other,12,Netanyahu explicitly in title
PM Netanyahu Holds Discussion on the Continued Dealing with Illegal Migrants,https://www.gov.il/en/pages/spokemis071014,2014-10-07,2014-10-07,other,12,Netanyahu explicitly in title
PM Netanyahu Appoints Brig.-Gen. (ret.) as Coordinator for POWs and MIAs,https://www.gov.il/en/pages/spokeyair071014,2014-10-07,2014-10-07,other,12,Netanyahu explicitly in title
PM Netanyahu Convenes Discussion on the Continuing Disturbances in Eastern Jerusalem,https://www.gov.il/en/pages/eventjerusalem071014,2014-10-07,2014-10-07,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sorrow over the Passing of Shlomo Lahat,https://www.gov.il/en/pages/spokeslahat011014,2014-10-01,2014-10-01,other,12,Netanyahu explicitly in title
PM Netanyahu Interviewed on Six International Media Networks,https://www.gov.il/en/pages/eventinter011014,2014-10-01,2014-10-01,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Shaar Hanegev Regional Council Chairman Alon Schuster,https://www.gov.il/en/pages/spokeshoster220814,2014-08-22,2014-08-22,other,12,Netanyahu explicitly in title
PM Netanyahu Eulogizes the Late Menachem Golan,https://www.gov.il/en/pages/spokesgolan100814,2014-08-10,2014-08-10,other,12,Netanyahu explicitly in title
PM Netanyahu Sends Letter to Global Jewish Communities,https://www.gov.il/en/pages/spokeletter070814,2014-08-07,2014-08-07,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Public Security Minister Aharonovitch,https://www.gov.il/en/pages/spokeinterior020714,2014-07-02,2014-07-02,other,12,Netanyahu explicitly in title
PM Netanyahu Praises IDF Soldiers and Commanders and ISA Personnel for the Complex Operation They Carried Out Last Night,https://www.gov.il/en/pages/spokesop180514,2014-05-18,2014-05-18,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on Events in Yitzhar,https://www.gov.il/en/pages/spokeyitzhar090414,2014-04-09,2014-04-09,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sorrow on the Passing of Meir Har-Tzion,https://www.gov.il/en/pages/spokeharzion160314,2014-03-16,2014-03-16,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Public Security Minister Aharonovitch and Police Commissioner Danino Regarding the Disturbances that Took Place over Shabbat,https://www.gov.il/en/pages/spokeshabatt301113,2013-11-30,2013-11-30,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sorrow at the Passing of Singer Arik Einstein,https://www.gov.il/en/pages/spokeeinstein271113,2013-11-27,2013-11-27,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sorrow over the Passing of Rabbi Ovadia Yosef,https://www.gov.il/en/pages/spokerabi071013,2013-10-07,2013-10-07,other,12,Netanyahu explicitly in title
PM Netanyahu Congratulates German Chancellor Merkel on her Election Victory,https://www.gov.il/en/pages/spokegermany230913,2013-09-23,2013-09-23,other,12,Netanyahu explicitly in title; foreign/UN signal; ceremonial/greeting/minor
PM Netanyahu Telephones Norwegian Prime Minister-elect Erna Solberg,https://www.gov.il/en/pages/spokeerna120913,2013-09-12,2013-09-12,other,12,Netanyahu explicitly in title
PM Netanyahu Comments Following Security Consultations at the Defense Ministry in Tel Aviv,https://www.gov.il/en/pages/spokekirya280813,2013-08-28,2013-08-28,other,12,Netanyahu explicitly in title
PM Netanyahu Comments Following Security Consultations at his Tel Aviv Office,https://www.gov.il/en/pages/spokesec270813,2013-08-27,2013-08-27,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Deep Sorrow over the Passing of Maj.-Gen. (ret.) Zeev Livne,https://www.gov.il/en/pages/spokesec250813,2013-08-25,2013-08-25,other,12,Netanyahu explicitly in title
PM Netanyahu Sends Condolence Letters to the Families of the Be'er Sheva Murder Victims,https://www.gov.il/en/pages/spokebeer230513,2013-05-23,2013-05-23,other,12,Netanyahu explicitly in title
PM Netanyahu Responds to the Intercept of a UAV,https://www.gov.il/en/pages/spokeyirut250413,2013-04-25,2013-04-25,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on Start of Flow of Natural Gas from the Tamar Field,https://www.gov.il/en/pages/spokegas300313,2013-03-30,2013-03-30,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Acre Mayor Shimon Lankry,https://www.gov.il/en/pages/spokeacra230313,2013-03-23,2013-03-23,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Turkish PM Erdogan,https://www.gov.il/en/pages/spoketur220313,2013-03-22,2013-03-22,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses his Deep Sorrow on the Passing of Former MK Marina Solodkin,https://www.gov.il/en/pages/spokemarina170313,2013-03-17,2013-03-17,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on Events in the South,https://www.gov.il/en/pages/spokesouth040313,2013-03-04,2013-03-04,other,12,Netanyahu explicitly in title
PM Netanyahu's Office Responds to the IAEA Report,https://www.gov.il/en/pages/spokeatom210213,2013-02-21,2013-02-21,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns Violence by Those who Oppose the Integration of Chechen Players into Beitar Jerusalem,https://www.gov.il/en/pages/spokealimut080213,2013-02-08,2013-02-08,other,12,Netanyahu explicitly in title
"PM Netanyahu Calls Yishai Oliel, who the International Tennis Championship in the Boys-12 Competition",https://www.gov.il/en/pages/spokeishai231212,2012-12-23,2012-12-23,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Czech PM Petr Necas,https://www.gov.il/en/pages/spokeczech011212,2012-12-01,2012-12-01,other,12,Netanyahu explicitly in title
PM Netanyahu Praises IDF Action in Intercepting a UAV,https://www.gov.il/en/pages/spokeidf061012,2012-10-06,2012-10-06,other,12,Netanyahu explicitly in title
PM Netanyahu Strongly Condemns Vandalism at the Franciscan Monastery,https://www.gov.il/en/pages/spokemonastery021012,2012-10-02,2012-10-02,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Paralympic Gold Medal Winner Noam Gershony,https://www.gov.il/en/pages/spokegershoni080912,2012-09-08,2012-09-08,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Public Security Minister Aharonovitch on Action Being Taken to Apprehend those Responsible for Desecrating the Latrun Monastery,https://www.gov.il/en/pages/spolelatrun040912,2012-09-04,2012-09-04,other,12,Netanyahu explicitly in title
PM Netanyahu Speaks with Palestinian Authority Chairman Mahmoud Abbas,https://www.gov.il/en/pages/spokeidel180812,2012-08-18,2012-08-18,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns the Throwing of a Molotov Cocktail Near Bat Ayin,https://www.gov.il/en/pages/spokeginuy160812,2012-08-16,2012-08-16,other,12,Netanyahu explicitly in title
"PM Netanyahu Expresses Sorrow over the Passing of Amos Hakham, First Winner of the International Bible Contest",https://www.gov.il/en/pages/spokehakham050812,2012-08-05,2012-08-05,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Sorrow over the Passing of Miriam Ben-Porat,https://www.gov.il/en/pages/spokeporat260712,2012-07-26,2012-07-26,other,12,Netanyahu explicitly in title
"PM Netanyahu Speaks with TA Sourasky Medical Center Dir.-Gen. Prof. Gabriel Barbash, who is in Bulgaria",https://www.gov.il/en/pages/spokebarabash190712,2012-07-19,2012-07-19,other,12,Netanyahu explicitly in title
Excerpt from PM Netanyahu's Letter to Shaul Mofaz,https://www.gov.il/en/pages/spokeletter170712,2012-07-17,2012-07-17,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on Retired Judge Edmund Levy's Report,https://www.gov.il/en/pages/spokeedmund090712,2012-07-09,2012-07-09,other,12,Netanyahu explicitly in title
PM Netanyahu's Office Response to UNESCO Decision on the Church of the Nativity,https://www.gov.il/en/pages/spokeunesco290612,2012-06-29,2012-06-29,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns Attack on Mosque Near Ramallah,https://www.gov.il/en/pages/spokemegane190612,2012-06-19,2012-06-19,other,12,Netanyahu explicitly in title
Cabinet Approves Establishment of Ministerial Committee on Settlement Affairs to be chaired by PM Netanyahu,https://www.gov.il/en/pages/spokehityashvut170612,2012-06-17,2012-06-17,other,12,Netanyahu explicitly in title
Cabinet to be Asked to Approve Establishment of Ministerial Committee on Settlement Affairs to be Chaired by PM Netanyahu,https://www.gov.il/en/pages/spokeishur140612,2012-06-14,2012-06-14,other,12,Netanyahu explicitly in title
PM Netanyahu Congratulates President Peres on Being Awarded the US Presidential Medal of Freedom,https://www.gov.il/en/pages/spokeperes140612,2012-06-14,2012-06-14,other,12,Netanyahu explicitly in title; foreign/UN signal; ceremonial/greeting/minor
PM Netanyahu's Reaction to the Desecration at Yad Vashem,https://www.gov.il/en/pages/spokeyad110612,2012-06-11,2012-06-11,other,12,Netanyahu explicitly in title
PM Netanyahu Approves Budget and Work Plan for the National Cyber Bureau,https://www.gov.il/en/pages/spokecyber060612,2012-06-06,2012-06-06,other,12,Netanyahu explicitly in title
"David Medan, PM Netanyahu's Coordinator on the POW and MIA Issue Resigns from the Mossad",https://www.gov.il/en/pages/eventmedan030612,2012-06-03,2012-06-03,other,12,Netanyahu explicitly in title
PM Netanyahu Gives Saliva Sample for National Bone Marrow Registry,https://www.gov.il/en/pages/eventrock280512,2012-05-28,2012-05-28,other,12,Netanyahu explicitly in title
PM Netanyahu Condemns Houla Massacre,https://www.gov.il/en/pages/houla270512,2012-05-27,2012-05-27,other,12,Netanyahu explicitly in title
PM Netanyahu Dedicates Prime Minister's Tanakh Study Circle in Memory of the Late Shmuel Ben-Artzi,https://www.gov.il/en/pages/eventbible230512,2012-05-23,2012-05-23,other,12,Netanyahu explicitly in title
PM Netanyahu Comments on Baghdad Talks,https://www.gov.il/en/pages/eventstatmen180512,2012-05-18,2012-05-18,other,12,Netanyahu explicitly in title
PM Netanyahu Expresses Sorrow over the Passing of MK Gideon Ezra,https://www.gov.il/en/pages/spokeezra170512,2012-05-17,2012-05-17,other,12,Netanyahu explicitly in title
